Fuel Type Code,Station Name,Street Address,Intersection Directions,City,State,ZIP,Plus4,Station Phone,Status Code,Expected Date,Groups With Access Code,Access Days Time,Cards Accepted,BD Blends,NG Fill Type Code,NG PSI,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,EV Other Info,EV Network,EV Network Web,Geocode Status,Latitude,Longitude,Date Last Confirmed,ID,Updated At,Owner Type Code,Federal Agency ID,Federal Agency Name,Open Date,Hydrogen Status Link,NG Vehicle Class,LPG Primary,E85 Blender Pump,EV Connector Types,Country,Intersection Directions (French),Access Days Time (French),BD Blends (French),Groups With Access Code (French),Hydrogen Is Retail,Access Code,Access Detail Code,Federal Agency Code,Facility Type,CNG Dispenser Num,CNG On-Site Renewable Source,CNG Total Compression Capacity,CNG Storage Capacity,LNG On-Site Renewable Source,E85 Other Ethanol Blends,EV Pricing,EV Pricing (French),LPG Nozzle Types,Hydrogen Pressures,Hydrogen Standards,CNG Fill Type Code,CNG PSI,CNG Vehicle Class,LNG Vehicle Class,EV On-Site Renewable Source,Restricted Access
ELEC,University of Minnesota Dual,615 Washington Ave SE,,Minneapolis,MN,55455,,855-900-7584,E,,Public,24 hours daily,,,,,,,1,,Greenlots,http://greenlots.com/,GPS,44.973875,-93.230153,2022-01-06,98946,2022-01-06 01:26:38 UTC,,,,2014-12-29,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,Greenrock CHAdeMO,1025 S Washington Ave,,Minneapolis,MN,55415,,855-900-7584,E,,Public,24 hours daily,,,,,,,2,,Greenlots,http://greenlots.com/,GPS,44.975248,-93.253763,2022-01-06,98949,2022-01-06 01:26:38 UTC,,,,2014-06-01,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,Unity Church - MN CHAdeMO,732 Holly Ave,,St. Paul,MN,55104,,855-900-7584,E,,Public,24 hours daily,,,,,,,2,,Greenlots,http://greenlots.com/,GPS,44.942685,-93.130733,2022-01-06,98950,2022-01-06 01:26:38 UTC,,,,2016-01-01,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,City of Hopkins,1-25 11th Ave N,,Hopkins,MN,55343,,855-900-7584,E,,Public,24 hours daily,,,,,,,1,,Greenlots,http://greenlots.com/,GPS,44.924964,-93.413784,2022-01-06,98968,2022-01-06 01:26:38 UTC,,,,2014-02-01,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,Goodwill Brooklyn Park Outlet,7051 W Broadway Ave,,Brooklyn Park,MN,55428,,855-900-7584,E,,Public,24 hours daily,,,,,,,2,,Greenlots,http://greenlots.com/,GPS,45.082766,-93.377794,2022-01-06,98985,2022-01-06 01:26:38 UTC,,,,2014-04-01,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,Goodwill Fridley,5660 Main Street Northeast,,Fridley,MN,55432,,855-900-7584,E,,Public,24 hours daily,,,,,,,2,,Greenlots,http://greenlots.com/,GPS,45.071598,-93.269751,2022-01-06,98987,2022-01-06 01:26:38 UTC,,,,2013-09-01,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,Goodwill Savage,5925 Egan Drive,,Savage,MN,55378,,855-900-7584,E,,Public,24 hours daily,,,,,,,2,,Greenlots,http://greenlots.com/,GPS,44.74607,-93.354258,2022-01-06,98988,2022-01-06 01:26:38 UTC,,,,2014-04-01,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,Goodwill St Louis Park,3575 Minnesota 100,,St. Louis Park,MN,55416,,855-900-7584,E,,Public,24 hours daily,,,,,,,2,,Greenlots,http://greenlots.com/,GPS,44.938634,-93.347982,2022-01-06,98990,2022-01-06 01:26:38 UTC,,,,2014-09-01,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,Goodwill Forest Lake,197 19th Street Southwest,,Forest Lake,MN,55025,,855-900-7584,E,,Public,24 hours daily,,,,,,,2,,Greenlots,http://greenlots.com/,GPS,45.276783,-93.00587,2022-01-06,98991,2022-01-06 01:26:38 UTC,,,,2015-05-21,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,Pine City,800 Main St S,,Pine City,MN,55063,,855-900-7584,E,,Public,24 hours daily,,,,,,,1,,Greenlots,http://greenlots.com/,GPS,45.820923,-92.970185,2022-01-06,99060,2022-01-06 01:26:38 UTC,,,,2015-09-01,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,City of Azusa 1,331 N Citrus ave,,azusa,CA,91702,,855-900-7584,E,,Public,24 hours daily,,,,,,,2,,Greenlots,http://greenlots.com/,GPS,34.127418,-117.890362,2022-01-06,99076,2022-01-06 01:26:38 UTC,,,,2016-01-01,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,Riverside City Hall,3900 N Main St,,Riverside,CA,92522,,855-900-7584,E,,Public,24 hours daily,,,,,,,1,,Greenlots,http://greenlots.com/,GPS,33.980562,-117.37556,2022-01-06,99077,2022-01-06 01:26:38 UTC,,,,2018-06-14,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,Alameda Municipal Power,2000 Grand St,,Alameda,CA,94501,,855-900-7584,E,,Public,24 hours daily,,,,,,,2,,Greenlots,http://greenlots.com/,200-8,37.776437,-122.252524,2022-01-06,99085,2022-01-06 01:26:38 UTC,,,,2015-10-23,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,Hawaiian Electric Company,820 Ward Avenue,,Honolulu,HI,96814,,855-900-7584,E,,Public,24 hours daily,,,,,,,3,,Greenlots,http://greenlots.com/,200-8,21.300389,-157.851748,2022-01-06,99100,2022-01-06 01:26:38 UTC,,,,2016-01-01,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,HELCO - Waimea KTA,65-1158 Mamalahoa Highway,,Waimea,HI,96743,,855-900-7584,E,,Public,24 hours daily,,,,,,,1,,Greenlots,http://greenlots.com/,GPS,20.022733,-155.667323,2022-01-06,99106,2022-01-06 01:26:38 UTC,,,,2017-01-01,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,Empire Lakewood Nissan,14707 W Colfax Ave,,Lakewood,CO,80401,,855-900-7584,E,,Public,24 hours daily,,,,,,,1,,Greenlots,http://greenlots.com/,GPS,39.73338,-105.164391,2022-01-06,99122,2022-01-06 01:26:38 UTC,,,,2012-01-31,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,Banning,2140 W. Ramsey Street,,Banning,CA,92220,,855-900-7584,E,,Public,24 hours daily,,,,,,,2,,Greenlots,http://greenlots.com/,GPS,33.924926,-116.899774,2022-01-06,99127,2022-01-06 01:26:38 UTC,,,,2015-07-01,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,Lakeside Shopping Center,301 N Pass Ave,,Burbank,CA,91505,,855-900-7584,E,,Public,24 hours daily,,,,,,,2,,Greenlots,http://greenlots.com/,GPS,34.155494,-118.345929,2022-01-06,99132,2022-01-06 01:26:38 UTC,,,,2016-06-15,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,Walmart Super Center,12721 Moreno Beach Dr.,,Moreno,CA,92555,,855-900-7584,E,,Public,24 hours daily,,,,,,4,2,,Greenlots,http://greenlots.com/,200-9,33.934533,-117.180407,2022-01-06,99133,2022-01-06 01:26:38 UTC,,,,2016-07-15,,,,,CHADEMO J1772 J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,Sacramento Valley Station,401 I St,,Sacramento,CA,95814,,855-900-7584,E,,Public,24 hours daily,,,,,,,2,,Greenlots,http://greenlots.com/,GPS,38.58442,-121.501873,2022-01-06,99139,2022-01-06 01:26:38 UTC,,,,2017-04-01,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,OGE Fast Charger at OnCue,1000 North Czech Hall Road,,Yukon,OK,73099,,855-900-7584,E,,Public,24 hours daily,,,,,,,1,,Greenlots,http://greenlots.com/,GPS,35.477198,-97.741928,2022-01-06,99161,2022-01-06 01:26:38 UTC,,,,2016-09-15,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,Sacramento Food Coop,2820 R Street,,Sacramento,CA,95816,,855-900-7584,E,,Public,24 hours daily,,,,,,1,1,,Greenlots,http://greenlots.com/,200-9,38.564634,-121.472016,2022-01-06,99165,2022-01-06 01:26:38 UTC,,,,2016-08-15,,,,,CHADEMO J1772 J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,Nugget Market -Elk Grove,7101 Elk Grove Blvd,,Elk Grove,CA,95758,,855-900-7584,E,,Public,24 hours daily,,,,,,2,2,,Greenlots,http://greenlots.com/,200-9,38.409946,-121.420577,2022-01-06,99176,2022-01-06 01:26:38 UTC,,,,2017-05-01,,,,,CHADEMO J1772 J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,Rosalia - E 6th St,E 6th St,,Rosalia,WA,99170,,855-900-7584,E,,Public,24 hours daily,,,,,,2,1,,Greenlots,http://greenlots.com/,GPS,47.234673,-117.370063,2022-01-06,99183,2022-01-06 01:26:38 UTC,,,,2017-05-01,,,,,CHADEMO J1772 J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,OnCue 129 Waterloo Rd,5251 E. Waterloo Rd,,Edmond,OK,73034,,855-900-7584,E,,Public,24 hours daily,,,,,,,1,,Greenlots,http://greenlots.com/,GPS,35.7257,-97.412339,2022-01-06,99190,2022-01-06 01:26:38 UTC,,,,2017-03-01,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,Albertville Premium Outlet Mal,6364 Labeaux Ave NE,,Albertville,NM,55301,,855-900-7584,E,,Public,24 hours daily,,,,,,,1,,Greenlots,http://greenlots.com/,GPS,45.244023,-93.662775,2022-01-06,99193,2022-01-06 01:26:38 UTC,,,,2018-06-14,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,Intel HQ Santa Clara,2200 Mission College Boulevard,,Santa Clara,CA,95052,,855-900-7584,E,,Public,24 hours daily,,,,,,1,1,,Greenlots,http://greenlots.com/,200-9,37.388501,-121.96457,2022-01-06,99226,2022-01-06 01:26:38 UTC,,,,2018-06-14,,,,,CHADEMO J1772 J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,Kendall Yards,500 N Cedar St,,Spokane,WA,99201,,855-900-7584,E,,Public,24 hours daily,,,,,,2,1,,Greenlots,http://greenlots.com/,200-9,47.662679,-117.431811,2022-01-06,99263,2022-01-06 01:26:38 UTC,,,,2017-10-30,,,,,CHADEMO J1772 J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,Docs Sports Bar and Grill,34427 Majestic Pine Dr,,Sturgeon Lake,MN,55783,,855-900-7584,E,,Public,24 hours daily,,,,,,,1,,Greenlots,http://greenlots.com/,GPS,46.373463,-92.789395,2022-01-06,99267,2022-01-06 01:26:38 UTC,,,,2018-06-14,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,North Beacon Hill,2535 16th Ave S,,Seattle,WA,98144,,855-900-7584,E,,Public,24 hours daily,,,,,,,2,,Greenlots,http://greenlots.com/,200-8,47.58002,-122.312203,2022-01-06,99282,2022-01-06 01:26:38 UTC,,,,2018-06-14,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,Keaau Shopping Center DCFC,16-586 Old Volcano Rd,,Kea’au,HI,96749,,855-900-7584,E,,Public,24 hours daily,,,,,,,1,,Greenlots,http://greenlots.com/,GPS,19.622241,-155.039721,2022-01-06,99284,2022-01-06 01:26:38 UTC,,,,2018-06-14,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,Kennewick,2901 Southridge Blvd,,Kennewick,WA,99337,,855-900-7584,E,,Public,24 hours daily,,,,,,1,1,,Greenlots,http://greenlots.com/,200-9,46.180363,-119.188501,2022-01-06,99296,2022-01-06 01:26:38 UTC,,,,2018-06-14,,,,,CHADEMO J1772 J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,Ellensburg,269-299 N Main St,,Ellensburg,WA,98926,,855-900-7584,E,,Public,24 hours daily,,,,,,1,1,,Greenlots,http://greenlots.com/,200-8,46.994236,-120.549197,2022-01-06,99297,2022-01-06 01:26:38 UTC,,,,2018-06-14,,,,,CHADEMO J1772 J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,Mesa County Public Library,502 Ouray Ave,,Grand Junction,CO,81501,,970-248-0057,E,,Public,24 hours daily,,,,,,,1,,Non-Networked,,GPS,39.07167,-108.563984,2021-01-14,99432,2021-03-11 23:22:17 UTC,LG,,,2018-06-25,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,LIBRARY,,,,,,,$4 per hour,,,,,,,,,,
ELEC,Herb Chambers Nissan,75 Otis St,,Westborough,MA,01581,,508-870-0800,E,,Public,Dealership business hours,,,,,,,1,,Non-Networked,,200-9,42.281055,-71.650352,2020-06-09,99463,2021-03-11 23:22:17 UTC,P,,,2018-06-26,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,CAR_DEALER,,,,,,,Free,,,,,,,,,,
ELEC,SERVICE DRIVE DC FAST 01,4821 Clark Rd,,Sarasota,FL,34233,,888-758-4389,E,,Public,24 hours daily,,,,,,,1,,ChargePoint Network,http://www.chargepoint.com/,GPS,27.269824,-82.472343,2022-01-06,99586,2022-01-06 00:30:34 UTC,,,,2018-07-04,,,,,J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,DC CORRIDOR SEAHAWK 12A,338 Weller St Bridge,,Seattle,WA,98134,,888-758-4389,E,,Public,24 hours daily,,,,,,,1,,ChargePoint Network,http://www.chargepoint.com/,GPS,47.597446,-122.330456,2022-01-06,99591,2022-01-06 00:30:34 UTC,,,,2018-07-04,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,LPCO DC FAST 01,7805 W Gratz Dr,,Boise,ID,83709,,888-758-4389,E,,Public,24 hours daily,,,,,,,1,,ChargePoint Network,http://www.chargepoint.com/,GPS,43.60114,-116.279156,2022-01-06,99646,2022-01-06 00:30:34 UTC,,,,2018-07-10,,,,,J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,Santa Clarita Metrolink Station,22122 Soledad Canyon Rd,In Metrolink station parking lot south west side near train tracks and swap meet east entry,Santa Clarita,CA,91351,,866-816-7584  661-294-1287,E,,Public,24 hours daily,,,,,,,1,,EV Connect,http://evconnect.com/,GPS,34.415081,-118.524156,2020-04-08,99714,2021-03-11 23:22:17 UTC,P,,,2018-06-01,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,PARKING_LOT,,,,,,,$0.25 per kWh,,,,,,,,,,
ELEC,Francis Energy,1924 E 6th St,,Tulsa,OK,74104,,918-280-1030,E,,Public,24 hours daily; primarily for employee use; Also accepts payment through Francis Energy App,,,,,,2,3,,FCN,https://francis.energy,GPS,36.151891,-95.963584,2021-03-15,99740,2021-03-15 13:14:11 UTC,P,,,2018-07-24,,,,,CHADEMO J1772 J1772COMBO,US,,,,Public,,public,,,SHOPPING_CENTER,,,,,,,$1 initiation fee + $0.32 per minute,,,,,,,,,,
ELEC,Catfish Bend Casino,3001 Winegard Dr,,Burlington,IA,52601,,855-900-7584,E,,Public,24 hours daily,,,,,,4,1,,Greenlots,http://greenlots.com/,200-9,40.822785,-91.13935,2022-01-06,99792,2022-01-06 01:26:38 UTC,,,,2018-07-18,,,,,CHADEMO J1772 J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,University of Minnesota - Morris,46352 MN-329,,Morris,MN,56267,,888-866-3382,E,,Public,24 hours daily,,,,,,1,1,,Non-Networked,,GPS,45.594972,-95.878988,2020-06-09,100320,2021-03-11 23:22:17 UTC,P,,,2018-04-01,,,,,CHADEMO J1772 J1772COMBO,US,,,,Public,,public,,,COLLEGE_CAMPUS,,,,,,,Free,,,,,,,,,,
ELEC,FAIRFIELD INN - Tesla Supercharger,21282 Athens-Limestone Blvd.,,Athens,AL,35613,,877-798-3752,E,,Public,24 hours daily; for Tesla use only,,,,,,,8,,Tesla,http://www.teslamotors.com/supercharger,GPS,34.785416,-86.942864,2021-10-11,101972,2021-11-04 18:37:47 UTC,P,,,2017-09-01,,,,,TESLA,US,,,,Public,,public,,,,,,,,,,$0.28 per kWh; $0.26 per minute above 60 kW and $0.13 per minute at or below 60 kW,,,,,,,,,,
ELEC,Auburn Mall - Tesla Supercharger,1627 Opelika Road,,Auburn,AL,36830,,877-798-3752,E,,Public,24 hours daily; for Tesla use only,,,,,,,6,,Tesla,http://www.teslamotors.com/supercharger,200-9,32.627837,-85.445105,2021-10-11,101973,2021-11-04 18:37:47 UTC,P,,,2015-01-01,,,,,TESLA,US,,,,Public,,public,,,,,,,,,,$0.28 per kWh; $0.26 per minute above 60 kW and $0.13 per minute at or below 60 kW,,,,,,,,,,
ELEC,Uptown Entertainment District - Tesla Supercharger,2221 Richard Arrington Junior Blvd.,,Birmingham,AL,35203,,877-798-3752,E,,Public,24 hours daily; for Tesla use only,,,,,,,8,,Tesla,http://www.teslamotors.com/supercharger,GPS,33.525826,-86.807072,2021-10-11,101974,2021-11-04 18:37:47 UTC,P,,,2016-12-01,,,,,TESLA,US,,,,Public,,public,,,,,,,,,,$0.28 per kWh; $0.26 per minute above 60 kW and $0.13 per minute at or below 60 kW,,,,,,,,,,
ELEC,Hampton Inn Greenville - Tesla Supercharger,219 Interstate Drive,,Greenville,AL,36037,,877-798-3752,E,,Public,24 hours daily; for Tesla use only,,,,,,,6,,Tesla,http://www.teslamotors.com/supercharger,200-8,31.855989,-86.635765,2021-10-11,101975,2021-11-04 18:37:47 UTC,P,,,2015-01-01,,,,,TESLA,US,,,,Public,,public,,,,,,,,,,$0.28 per kWh; $0.26 per minute above 60 kW and $0.13 per minute at or below 60 kW,,,,,,,,,,
ELEC,The Bel Air Mall - Tesla Supercharger,3201 Airport Blvd,,Mobile,AL,36606,,877-798-3752,E,,Public,24 hours daily; for Tesla use only,,,,,,,8,,Tesla,http://www.teslamotors.com/supercharger,200-8,30.671556,-88.118644,2021-10-11,101976,2021-11-04 18:37:47 UTC,P,,,2015-03-01,,,,,TESLA,US,,,,Public,,public,,,,,,,,,,$0.28 per kWh; $0.26 per minute above 60 kW and $0.13 per minute at or below 60 kW,,,,,,,,,,
ELEC,Oxford Exchange - Tesla Supercharger,1105 Oxford Exchange Blvd,,Oxford,AL,36203,,877-798-3752,E,,Public,24 hours daily; for Tesla use only,,,,,,,12,,Tesla,http://www.teslamotors.com/supercharger,200-9,33.609937,-85.782118,2021-10-11,101977,2021-11-04 18:37:47 UTC,P,,,2018-07-23,,,,,TESLA,US,,,,Public,,public,,,,,,,,,,$0.28 per kWh; $0.26 per minute above 60 kW and $0.13 per minute at or below 60 kW,,,,,,,,,,
ELEC,Love's Travel Stop - Tesla Supercharger,905 Steele Station Road,,Steele,AL,35987,,877-798-3752,E,,Public,24 hours daily; for Tesla use only,,,,,,,8,,Tesla,http://www.teslamotors.com/supercharger,200-9,33.933824,-86.191611,2021-10-11,101978,2021-11-04 18:37:47 UTC,P,,,2017-08-01,,,,,TESLA,US,,,,Public,,public,,,,,,,,,,$0.28 per kWh; $0.26 per minute above 60 kW and $0.13 per minute at or below 60 kW,,,,,,,,,,
ELEC,Outlets of Little Rock - Tesla Supercharger,11201 Bass Pro Parkway,,Little Rock,AR,72210,,877-798-3752,E,,Public,24 hours daily; for Tesla use only,,,,,,,10,,Tesla,http://www.teslamotors.com/supercharger,200-9,34.6614,-92.41031,2021-10-11,101979,2021-11-04 18:37:47 UTC,P,,,2017-09-01,,,,,TESLA,US,,,,Public,,public,,,,,,,,,,$0.28 per kWh; $0.26 per minute above 60 kW and $0.13 per minute at or below 60 kW,,,,,,,,,,
ELEC,Carl's Jr. - Sundance Towne Center - Tesla Supercharger,416  S Watson Rd,,Buckeye,AZ,85326,,877-798-3752,E,,Public,24 hours daily; for Tesla use only,,,,,,,8,,Tesla,http://www.teslamotors.com/supercharger,200-9,33.443011,-112.556876,2021-10-11,101980,2021-11-04 18:37:47 UTC,P,,,2014-03-15,,,,,TESLA,US,,,,Public,,public,,,,,,,,,,$0.28 per kWh; $0.26 per minute above 60 kW and $0.13 per minute at or below 60 kW,,,,,,,,,,
ELEC,Culver's - Tesla Supercharger,2453 E. Florence Blvd,,Casa Grande,AZ,85194,,877-798-3752,E,,Public,24 hours daily; for Tesla use only,,,,,,,6,,Tesla,http://www.teslamotors.com/supercharger,200-9,32.878773,-111.681694,2021-10-11,101981,2021-11-04 18:37:47 UTC,P,,,2015-01-01,,,,,TESLA,US,,,,Public,,public,,,,,,,,,,$0.28 per kWh; $0.26 per minute above 60 kW and $0.13 per minute at or below 60 kW,,,,,,,,,,
ELEC,Courtyard Marriott Flagstaff - Tesla Supercharger,2650 South Beulah Blvd,,Flagstaff,AZ,86001,,877-798-3752,E,,Public,24 hours daily; for Tesla use only,,,,,,,12,,Tesla,http://www.teslamotors.com/supercharger,200-9,35.174151,-111.663194,2021-10-11,101982,2021-11-04 18:37:47 UTC,P,,,2016-09-01,,,,,TESLA,US,,,,Public,,public,,,,,,,,,,$0.28 per kWh; $0.26 per minute above 60 kW and $0.13 per minute at or below 60 kW,,,,,,,,,,
ELEC,Burger King Holbrook - Tesla Supercharger,2096 Navajo Blvd,,Holbrook,AZ,86025,,877-798-3752,E,,Public,24 hours daily; for Tesla use only,,,,,,,12,,Tesla,http://www.teslamotors.com/supercharger,200-9,34.922962,-110.145558,2021-10-11,101984,2021-11-04 18:37:47 UTC,P,,,2014-01-01,,,,,TESLA,US,,,,Public,,public,,,,,,,,,,$0.28 per kWh; $0.26 per minute above 60 kW and $0.13 per minute at or below 60 kW,,,,,,,,,,
ELEC,Carl's Jr. Kingman - Tesla Supercharger,789 W Beale St,,Kingman,AZ,86401,,877-798-3752,E,,Public,24 hours daily; for Tesla use only,,,,,,,10,,Tesla,http://www.teslamotors.com/supercharger,200-9,35.191331,-114.065592,2021-10-11,101985,2021-11-04 18:37:47 UTC,P,,,2014-01-01,,,,,TESLA,US,,,,Public,,public,,,,,,,,,,$0.28 per kWh; $0.26 per minute above 60 kW and $0.13 per minute at or below 60 kW,,,,,,,,,,
ELEC,Shell & Subway Travel Center - Tesla Supercharger,14925 Cordes Lakes Rd,,Mayer,AZ,86333,,877-798-3752,E,,Public,24 hours daily; for Tesla use only,,,,,,,8,,Tesla,http://www.teslamotors.com/supercharger,GPS,34.32753,-112.11846,2021-10-11,101986,2021-11-04 18:37:47 UTC,P,,,2014-10-01,,,,,TESLA,US,,,,Public,,public,,,,,,,,,,$0.28 per kWh; $0.26 per minute above 60 kW and $0.13 per minute at or below 60 kW,,,,,,,,,,
ELEC,Courtyard Page at Lake Powell - Tesla Supercharger,600 Clubhouse Drive,,Page,AZ,86040,,877-798-3752,E,,Public,24 hours daily; for Tesla use only,,,,,,,8,,Tesla,http://www.teslamotors.com/supercharger,200-9,36.924902,-111.468041,2021-10-11,101987,2021-11-04 18:37:47 UTC,P,,,2016-09-01,,,,,TESLA,US,,,,Public,,public,,,,,,,,,,$0.28 per kWh; $0.26 per minute above 60 kW and $0.13 per minute at or below 60 kW,,,,,,,,,,
ELEC,Biltmore Fashion Park - Tesla Supercharger,2502 East Camelback Road,,Phoenix,AZ,85016,,877-798-3752,E,,Public,24 hours daily; for Tesla use only,,,,,,,16,,Tesla,http://www.teslamotors.com/supercharger,GPS,33.511837,-112.026803,2021-10-11,101988,2021-11-04 18:37:47 UTC,P,,,2018-07-23,,,,,TESLA,US,,,,Public,,public,,,SHOPPING_MALL,,,,,,,$0.28 per kWh; $0.26 per minute above 60 kW and $0.13 per minute at or below 60 kW,,,,,,,,,,
ELEC,Deer Valley Town Center - Tesla Supercharger,2805 Agua Fria Fwy,,Phoenix,AZ,85027,,877-798-3752,E,,Public,24 hours daily; for Tesla use only,,,,,,,16,,Tesla,http://www.teslamotors.com/supercharger,GPS,33.667055,-112.120898,2021-10-11,101989,2021-11-04 18:37:47 UTC,P,,,2018-07-23,,,,,TESLA,US,,,,Public,,public,,,,,,,,,,$0.28 per kWh; $0.26 per minute above 60 kW and $0.13 per minute at or below 60 kW,,,,,,,,,,
ELEC,Carl's Jr. - Tesla Supercharger,1451 West Main Street,,Quartzsite,AZ,85346,,877-798-3752,E,,Public,24 hours daily; for Tesla use only,,,,,,,36,,Tesla,http://www.teslamotors.com/supercharger,200-9,33.660784,-114.241801,2021-10-11,101990,2021-11-04 18:37:47 UTC,P,,,2013-11-01,,,,,TESLA,US,,,,Public,,public,,,,,,,,,,$0.28 per kWh; $0.26 per minute above 60 kW and $0.13 per minute at or below 60 kW,,,,,,,,,,
ELEC,Scottsdale Quarter - Tesla Supercharger,15059 N. Scottsdale Rd,,Scottsdale,AZ,85254,,877-798-3752,E,,Public,24 hours daily; for Tesla use only,,,,,,,16,,Tesla,http://www.teslamotors.com/supercharger,GPS,33.623538,-111.922986,2021-10-11,101991,2021-11-04 18:37:47 UTC,P,,,2018-07-23,,,,,TESLA,US,,,,Public,,public,,,SHOPPING_MALL,,,,,,,$0.28 per kWh; $0.26 per minute above 60 kW and $0.13 per minute at or below 60 kW,,,,,,,,,,
ELEC,La Encantada - Tesla Supercharger,2905 East Skyline Drive,,Tucson,AZ,85718,,877-798-3752,E,,Public,24 hours daily; for Tesla use only,,,,,,,10,,Tesla,http://www.teslamotors.com/supercharger,200-9,32.325618,-110.931033,2021-10-11,101993,2021-11-04 18:37:47 UTC,P,,,2018-07-23,,,,,TESLA,US,,,,Public,,public,,,,,,,,,,$0.28 per kWh; $0.26 per minute above 60 kW and $0.13 per minute at or below 60 kW,,,,,,,,,,
ELEC,Shell Gas Station and Convenience Store - Tesla Supercharger,9255 S Rita Rd,,Tucson,AZ,85747,,877-798-3752,E,,Public,24 hours daily; for Tesla use only,,,,,,,10,,Tesla,http://www.teslamotors.com/supercharger,200-9,32.083995,-110.803381,2021-10-11,101994,2021-11-04 18:37:47 UTC,P,,,2018-07-23,,,,,TESLA,US,,,,Public,,public,,,,,,,,,,$0.28 per kWh; $0.26 per minute above 60 kW and $0.13 per minute at or below 60 kW,,,,,,,,,,
